citekey,entry_type,author,year,title,venue,doi,url,arxiv,pmid,acl_id,category,collection,tags,task,languages,factuality_mechanism,bangla_relevance,inclusion_role,verification_status,source_note,note
cao2018_faithful_original_fact,inproceedings,"Cao, Ziqiang and Wei, Furu and Li, Wenjie and Li, Sujian",2018,Faithful to the Original: Fact Aware Neural Abstractive Summarization,Proceedings of AAAI 2018,10.1609/aaai.v32i1.11960,https://ojs.aaai.org/index.php/AAAI/article/view/11960,,,,04_Factuality_Methods,04_Factuality_Methods,factuality;knowledge;summarization,summarization,en,knowledge_aware,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
goodrich2019_assessing_factual_accuracy,inproceedings,"Goodrich, Ben and Rao, Vinay and Liu, Peter J. and Saleh, Mohammad",2019,Assessing the Factual Accuracy of Generated Text,Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,10.1145/3292500.3330955,https://doi.org/10.1145/3292500.3330955,,,,04_Factuality_Methods,04_Factuality_Methods,data-to-text;evaluation;factuality,evaluation,en,classifier,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
dziri2022_evaluating_attribution_dialogue,article,"Dziri, Nouha and Rashkin, Hannah and Linzen, Tal and Reitter, David",2022,Evaluating Attribution in Dialogue Systems: The BEGIN Benchmark,Transactions of the Association for Computational Linguistics,10.1162/tacl_a_00506,https://aclanthology.org/2022.tacl-1.62/,,,,04_Factuality_Methods,04_Factuality_Methods,attribution;dialogue;factuality,evaluation,en,attribution,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
rashkin2023_measuring_attribution_natural,article,"Rashkin, Hannah and Nikolaev, Vitaly and Lamm, Matthew and Aroyo, Lora and Collins, Michael and Das, Dipanjan and Petroni, Fabio and Malaviya, Chaitanya and Lehman, Eric and Fabbri, Alexander and Kryscinski, Wojciech and Nakov, Preslav and Ji, Heng",2023,Measuring Attribution in Natural Language Generation Models,Computational Linguistics,10.1162/coli_a_00486,https://doi.org/10.1162/coli_a_00486,,,,04_Factuality_Methods,04_Factuality_Methods,attribution;factuality;nlg,evaluation,en,attribution,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
li2023_hallucination_natural_language,misc,"Li, Haoran and Zhu, Junnan and Zhang, Jiajun and Zong, Chengqing",2023,Survey of Hallucination in Natural Language Generation,arXiv preprint,,https://arxiv.org/abs/2202.03629,2202.03629,,,04_Factuality_Methods,04_Factuality_Methods,factuality;hallucination;survey,survey,en,survey,not_applicable,background,arxiv_stable_no_doi,manual_seed,
ji2023_hallucination_natural_language,article,"Ji, Ziwei and Lee, Nayeon and Frieske, Rita and Yu, Tiezheng and Su, Dan and Xu, Yan and Ishii, Etsuko and Bang, Ye Jin and Madotto, Andrea and Fung, Pascale",2023,Survey of Hallucination in Natural Language Generation,ACM Computing Surveys,10.1145/3571730,https://doi.org/10.1145/3571730,,,,04_Factuality_Methods,04_Factuality_Methods,factuality;hallucination;survey,survey,en,survey,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
manakul2023_selfcheckgpt_zero_resource,inproceedings,"Manakul, Potsawee and Liusie, Adian and Gales, Mark J. F.",2023,SelfCheckGPT: Zero-Resource Black-Box Hallucination Detection for Generative Large Language Models,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2023.emnlp-main.557,https://aclanthology.org/2023.emnlp-main.557/,,,2023.emnlp-main.557,04_Factuality_Methods,04_Factuality_Methods,factuality;hallucination;llm,hallucination-detection,en,sampling_consistency,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
li2023_halueval_hallucination_evaluation,inproceedings,"Li, Junyi and Cheng, Xiaoxue and Zhao, Wayne Xin and Nie, Jian-Yun and Wen, Ji-Rong",2023,HaluEval: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2023.emnlp-main.397,https://aclanthology.org/2023.emnlp-main.397/,,,2023.emnlp-main.397,04_Factuality_Methods,04_Factuality_Methods,benchmark;hallucination;llm,evaluation,en,benchmark,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
chen2024_hallucination_detection_robustly,inproceedings,"Chen, Yuyan and Fu, Qiang and Yuan, Yichen and Wen, Zhiwei and Fan, Guoxin and Liu, Dayiheng and Zhang, Dongmei and Li, Zhixu and Xiao, Yanghua",2024,Hallucination Detection: Robustly Discerning Reliable Answers in Large Language Models,Proceedings of CIKM 2024,10.1145/3627673.3679910,https://doi.org/10.1145/3627673.3679910,,,,04_Factuality_Methods,04_Factuality_Methods,evaluation;hallucination;llm,hallucination-detection,en,classifier,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
tam2023_checking_facts_fact,misc,"Tam, Zhi Rui and Laban, Philippe and Peng, Nanyun",2023,Checking the Facts: A Survey of Fact-Checking with Large Language Models,arXiv preprint,,https://arxiv.org/abs/2310.02140,2310.02140,,,04_Factuality_Methods,04_Factuality_Methods,fact-checking;factuality;llm;survey,survey,en,survey,not_applicable,background,arxiv_stable_no_doi,manual_seed,
huang2025_hallucination_language_principles,article,"Huang, Lei and Yu, Weijiang and Ma, Weitao and Zhong, Weihong and Feng, Zhangyin and Wang, Haotian and Chen, Qianglong and Peng, Weihua and Feng, Xiaocheng and Qin, Bing and Liu, Ting",2025,"A Survey on Hallucination in Large Language Models: Principles, Taxonomy, Challenges, and Open Questions",ACM Transactions on Information Systems,10.1145/3703155,https://doi.org/10.1145/3703155,,,,04_Factuality_Methods,04_Factuality_Methods,hallucination;llm;survey,survey,en,survey,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
liu2024_lost_middle_how,article,"Liu, Nelson F. and Lin, Kevin and Hewitt, John and Paranjape, Ashwin and Bevilacqua, Michele and Petroni, Fabio and Liang, Percy",2024,Lost in the Middle: How Language Models Use Long Contexts,Transactions of the Association for Computational Linguistics,10.1162/tacl_a_00638,https://aclanthology.org/2024.tacl-1.9/,,,,04_Factuality_Methods,04_Factuality_Methods,factuality;llm;long-context,evaluation,en,context,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
romanov2018_lessons_natural_language,inproceedings,"Romanov, Alexey and Shivade, Chaitanya",2018,Lessons from Natural Language Inference in the Clinical Domain,Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/D18-1187,https://aclanthology.org/D18-1187/,1808.06752,,D18-1187,07_Medical_NLI,07_Medical_NLI,MedNLI;clinical;expert-validated;medical-nli,NLI,en,NLI,not_applicable,core,doi_structurally_verified_from_source,manual_seed,
conneau2018_xnli_evaluating_cross,inproceedings,"Conneau, Alexis and Rinott, Ruty and Lample, Guillaume and Williams, Adina and Bowman, Samuel R. and Schwenk, Holger and Stoyanov, Veselin",2018,XNLI: Evaluating Cross-lingual Sentence Representations,Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/D18-1269,https://aclanthology.org/D18-1269/,1809.05053,,D18-1269,07_Medical_NLI,07_Medical_NLI,benchmark;cross-lingual;nli,NLI,15 languages;not bn,NLI,not_direct,supporting,doi_structurally_verified_from_source,manual_seed,
aggarwal2022_indicxnli_evaluating_multilingual,inproceedings,"Aggarwal, Divyanshu and Gupta, Vivek and Kunchukuttan, Anoop and Ekbal, Asif",2022,IndicXNLI: Evaluating Multilingual Inference for Indian Languages,Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2022.emnlp-main.755,https://aclanthology.org/2022.emnlp-main.755/,2204.08776,,2022.emnlp-main.755,07_Medical_NLI,07_Medical_NLI,bangla;benchmark;indic;nli,NLI,bn;hi;ta;te;ml;mr;gu;kn;pa;or;as,NLI,direct,core,doi_structurally_verified_from_source,manual_seed,
bowman2015_annotated_learning_natural,inproceedings,"Bowman, Samuel R. and Angeli, Gabor and Potts, Christopher and Manning, Christopher D.",2015,A Large Annotated Corpus for Learning Natural Language Inference,Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/D15-1075,https://aclanthology.org/D15-1075/,,,D15-1075,07_Medical_NLI,07_Medical_NLI,SNLI;benchmark;nli,NLI,en,NLI,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
williams2018_broad_coverage_challenge,inproceedings,"Williams, Adina and Nangia, Nikita and Bowman, Samuel R.",2018,A Broad-Coverage Challenge Corpus for Sentence Understanding through Inference,Proceedings of the 2018 Conference of the North American Chapter of the Association for Computational Linguistics,10.18653/v1/N18-1101,https://aclanthology.org/N18-1101/,,,N18-1101,07_Medical_NLI,07_Medical_NLI,MultiNLI;benchmark;nli,NLI,en,NLI,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
herlihy2021_mednli_not_immune,misc,"Herlihy, Christine and Rudinger, Rachel",2021,MedNLI Is Not Immune: Natural Language Inference Artifacts in the Clinical Domain,arXiv preprint,,https://arxiv.org/abs/2106.01491,2106.01491,,,07_Medical_NLI,07_Medical_NLI,artifacts;clinical;medical-nli,NLI;evaluation,en,NLI,not_applicable,supporting,arxiv_stable_no_doi,manual_seed,
oul2025_turkmednli_turkish_medical,article,"Oğul, İbrahim Ümit and Eryiğit, Gülşen and Özgür, Arzucan",2025,TurkMedNLI: A Turkish Medical Natural Language Inference Dataset,Scientific Data,10.1038/s41597-025-04689-3,https://pmc.ncbi.nlm.nih.gov/articles/PMC11888880/,,,,07_Medical_NLI,07_Medical_NLI,dataset;low-resource;medical-nli,NLI,tr,NLI,transferable,supporting,doi_structurally_verified_from_source,manual_seed,
chaban2024_enhancing_medical_nli,inproceedings,"Chaban, Oksana and Romanov, Alexey and Shivade, Chaitanya",2024,Enhancing Medical NLI with Integrated Domain Knowledge,CLEF Working Notes,,https://ceur-ws.org/Vol-3790/paper23.pdf,,,,07_Medical_NLI,07_Medical_NLI,domain-knowledge;medical-nli,NLI,en,NLI,not_applicable,candidate,url_stable_no_doi,manual_seed,
wadden2020_fact_or_fiction,inproceedings,"Wadden, David and Lin, Shanchuan and Lo, Kyle and Wang, Lucy Lu and van Zuylen, Madeleine and Cohan, Arman and Hajishirzi, Hannaneh",2020,Fact or Fiction: Verifying Scientific Claims,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2020.emnlp-main.609,https://aclanthology.org/2020.emnlp-main.609/,,,2020.emnlp-main.609,07_Medical_NLI,07_Medical_NLI,SciFact;fact-checking;scientific,fact-verification,en,retrieval_nli,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
saakyan2021_covid_fact_fact,inproceedings,"Saakyan, Arkadiy and Chakrabarty, Tuhin and Muresan, Smaranda",2021,COVID-Fact: Fact Extraction and Verification of Real-World Claims on COVID-19 Pandemic,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics,10.18653/v1/2021.acl-long.165,https://aclanthology.org/2021.acl-long.165/,,,2021.acl-long.165,07_Medical_NLI,07_Medical_NLI,biomedical;covid;fact-checking,fact-verification,en,retrieval_nli,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
kotonya2020_explainable_fact_checking,inproceedings,"Kotonya, Neema and Toni, Francesca",2020,Explainable Automated Fact-Checking for Public Health Claims,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2020.emnlp-main.623,https://aclanthology.org/2020.emnlp-main.623/,,,2020.emnlp-main.623,07_Medical_NLI,07_Medical_NLI,explainability;fact-checking;health,fact-verification,en,retrieval_nli,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
thorne2018_fever_fact_extraction,inproceedings,"Thorne, James and Vlachos, Andreas and Christodoulopoulos, Christos and Mittal, Arpit",2018,FEVER: A Large-scale Dataset for Fact Extraction and VERification,Proceedings of the 2018 Conference of the North American Chapter of the Association for Computational Linguistics,10.18653/v1/N18-1074,https://aclanthology.org/N18-1074/,,,N18-1074,07_Medical_NLI,07_Medical_NLI,benchmark;fact-checking,fact-verification,en,retrieval_nli,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
nie2019_combining_fact_extraction,inproceedings,"Nie, Yixin and Chen, Haonan and Bansal, Mohit",2019,Combining Fact Extraction and Verification with Neural Semantic Matching Networks,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v33i01.33016859,https://ojs.aaai.org/index.php/AAAI/article/view/4650,,,,07_Medical_NLI,07_Medical_NLI,fact-checking;nli,fact-verification,en,retrieval_nli,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
schuster2021_get_your_vitamin,inproceedings,"Schuster, Tal and Fisch, Adam and Barzilay, Regina",2021,Get Your Vitamin C! Robust Fact Verification with Contrastive Evidence,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics,10.18653/v1/2021.naacl-main.52,https://aclanthology.org/2021.naacl-main.52/,,,2021.naacl-main.52,07_Medical_NLI,07_Medical_NLI,fact-checking;robustness,fact-verification,en,retrieval_nli,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
zetsu2024_edit_constrained_decoding,inproceedings,"Zetsu, Masaru and Kajiwara, Tomoyuki and Komachi, Mamoru",2024,Edit-Constrained Decoding for Sentence Simplification,Findings of the Association for Computational Linguistics: EMNLP 2024,10.18653/v1/2024.findings-emnlp.419,https://aclanthology.org/2024.findings-emnlp.419/,,,2024.findings-emnlp.419,05_Constrained_Decoding,05_Constrained_Decoding,constrained-decoding;lexical;text-simplification,decoding;simplification,en;ja,lexical_constraint,not_applicable,core,doi_structurally_verified_from_source,manual_seed,
hokamp2017_lexically_constrained_decoding,inproceedings,"Hokamp, Chris and Liu, Qun",2017,Lexically Constrained Decoding for Sequence Generation Using Grid Beam Search,Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics,10.18653/v1/P17-1141,https://aclanthology.org/P17-1141/,,,P17-1141,05_Constrained_Decoding,05_Constrained_Decoding,constrained-decoding;machine-translation,decoding,multilingual,lexical_constraint,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
post2018_fast_lexically_constrained,inproceedings,"Post, Matt and Vilar, David",2018,Fast Lexically Constrained Decoding with Dynamic Beam Allocation for Neural Machine Translation,Proceedings of NAACL-HLT 2018,10.18653/v1/N18-1119,https://aclanthology.org/N18-1119/,,,N18-1119,05_Constrained_Decoding,05_Constrained_Decoding,constrained-decoding;machine-translation,decoding,multilingual,lexical_constraint,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
anderson2017_guided_open_vocabulary,inproceedings,"Anderson, Peter and Fernando, Basura and Johnson, Mark and Gould, Stephen",2017,Guided Open Vocabulary Image Captioning with Constrained Beam Search,Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/D17-1098,https://aclanthology.org/D17-1098/,,,D17-1098,05_Constrained_Decoding,05_Constrained_Decoding,beam-search;constrained-decoding,decoding,en,lexical_constraint,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
lu2021_neurologic_decoding_un,inproceedings,"Lu, Ximing and Welleck, Sean and West, Peter and Jiang, Liwei and Kasai, Jungo and Khashabi, Daniel and Bras, Ronan Le and Qin, Lianhui and Yu, Youngjae and Zellers, Rowan and Smith, Noah A. and Choi, Yejin",2021,Neurologic Decoding: (Un)supervised Neural Text Generation with Predicate Logic Constraints,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics,10.18653/v1/2021.naacl-main.339,https://aclanthology.org/2021.naacl-main.339/,,,2021.naacl-main.339,05_Constrained_Decoding,05_Constrained_Decoding,constrained-decoding;factuality;logic,decoding,en,logic_constraint,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
welleck2020_neural_text_generation,inproceedings,"Welleck, Sean and Kulikov, Ilia and Kim, Jaedeok and Pang, Richard Yuanzhe and Cho, Kyunghyun",2020,Neural Text Generation with Unlikelihood Training,International Conference on Learning Representations,,https://openreview.net/forum?id=SJeYe0NtvH,,,,05_Constrained_Decoding,05_Constrained_Decoding,decoding;generation;unlikelihood,training;decoding,en,none,not_applicable,supporting,url_stable_no_doi,manual_seed,
pascual2021_plug_play_controlled,inproceedings,"Pascual, Damian and Egressy, Beni and Meister, Clara and Cotterell, Ryan and Wattenhofer, Roger",2021,A Plug-and-Play Method for Controlled Text Generation,Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021,10.18653/v1/2021.findings-acl.334,https://aclanthology.org/2021.findings-acl.334/,,,2021.findings-acl.334,05_Constrained_Decoding,05_Constrained_Decoding,controlled-generation;decoding,controlled-generation,en,none,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
dathathri2020_plug_play_language,inproceedings,"Dathathri, Sumanth and Madotto, Andrea and Lan, Janice and Hung, Jane and Frank, Eric and Molino, Piero and Yosinski, Jason and Liu, Rosanne",2020,Plug and Play Language Models: A Simple Approach to Controlled Text Generation,International Conference on Learning Representations,,https://openreview.net/forum?id=H1edEyBKDS,,,,05_Constrained_Decoding,05_Constrained_Decoding,controlled-generation;llm,controlled-generation,en,none,not_applicable,background,url_stable_no_doi,manual_seed,
krause2021_gedi_generative_discriminator,inproceedings,"Krause, Ben and Gotmare, Akhilesh Deepak and McCann, Bryan and Keskar, Nitish Shirish and Joty, Shafiq and Socher, Richard and Rajani, Nazneen Fatema",2021,GeDi: Generative Discriminator Guided Sequence Generation,Findings of the Association for Computational Linguistics: EMNLP 2021,10.18653/v1/2021.findings-emnlp.424,https://aclanthology.org/2021.findings-emnlp.424/,,,2021.findings-emnlp.424,05_Constrained_Decoding,05_Constrained_Decoding,controlled-generation;decoding,controlled-generation,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
shin2020_autoprompt_eliciting_knowledge,inproceedings,"Shin, Taylor and Razeghi, Yasaman and Logan IV, Robert L. and Wallace, Eric and Singh, Sameer",2020,AutoPrompt: Eliciting Knowledge from Language Models with Automatically Generated Prompts,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2020.emnlp-main.346,https://aclanthology.org/2020.emnlp-main.346/,,,2020.emnlp-main.346,05_Constrained_Decoding,05_Constrained_Decoding,controlled-generation;prompting,prompting,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
hu2017_controlled_generation_text,inproceedings,"Hu, Zhiting and Yang, Zichao and Liang, Xiaodan and Salakhutdinov, Ruslan and Xing, Eric P.",2017,Toward Controlled Generation of Text,Proceedings of the 34th International Conference on Machine Learning,,https://proceedings.mlr.press/v70/hu17e.html,,,,05_Constrained_Decoding,05_Constrained_Decoding,controlled-generation,controlled-generation,en,none,not_applicable,background,url_stable_no_doi,manual_seed,
kumar2020_controlled_text_generation,inproceedings,"Kumar, Sachin and Malmi, Eric and Severyn, Aliaksei and Tsvetkov, Yulia",2020,Controlled Text Generation as Continuous Optimization with Multiple Constraints,Advances in Neural Information Processing Systems,,https://proceedings.neurips.cc/paper/2020/hash/1f71e393b3809197ed66df836fe833e5-Abstract.html,,,,05_Constrained_Decoding,05_Constrained_Decoding,constraints;controlled-generation,controlled-generation,en,constraint,not_applicable,supporting,url_stable_no_doi,manual_seed,
lewis2020_retrieval_augmented_generation,inproceedings,"Lewis, Patrick and Perez, Ethan and Piktus, Aleksandra and Petroni, Fabio and Karpukhin, Vladimir and Goyal, Naman and Küttler, Heinrich and Lewis, Mike and Yih, Wen-tau and Rocktäschel, Tim and Riedel, Sebastian and Kiela, Douwe",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,Advances in Neural Information Processing Systems,,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html,,,,06_RAG_KG_Medical,06_RAG_KG_Medical,generation;rag;retrieval,RAG,en,retrieval_grounding,not_applicable,background,url_stable_no_doi,manual_seed,
guu2020_realm_retrieval_augmented,inproceedings,"Guu, Kelvin and Lee, Kenton and Tung, Zora and Pasupat, Panupong and Chang, Ming-Wei",2020,REALM: Retrieval-Augmented Language Model Pre-Training,Proceedings of the 37th International Conference on Machine Learning,,https://proceedings.mlr.press/v119/guu20a.html,,,,06_RAG_KG_Medical,06_RAG_KG_Medical,pretraining;rag;retrieval,RAG,en,retrieval_grounding,not_applicable,background,url_stable_no_doi,manual_seed,
karpukhin2020_dense_passage_retrieval,inproceedings,"Karpukhin, Vladimir and Oguz, Barlas and Min, Sewon and Lewis, Patrick and Wu, Ledell and Edunov, Sergey and Chen, Danqi and Yih, Wen-tau",2020,Dense Passage Retrieval for Open-Domain Question Answering,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2020.emnlp-main.550,https://aclanthology.org/2020.emnlp-main.550/,,,2020.emnlp-main.550,06_RAG_KG_Medical,06_RAG_KG_Medical,rag;retrieval,retrieval;QA,en,retrieval_grounding,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
izacard2021_leveraging_passage_retrieval,inproceedings,"Izacard, Gautier and Grave, Edouard",2021,Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering,Proceedings of EACL 2021,10.18653/v1/2021.eacl-main.74,https://aclanthology.org/2021.eacl-main.74/,,,2021.eacl-main.74,06_RAG_KG_Medical,06_RAG_KG_Medical,FiD;rag;retrieval,RAG;QA,en,retrieval_grounding,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
asai2024_self_rag_learning,inproceedings,"Asai, Akari and Wu, Zeqiu and Wang, Yizhong and Sil, Avirup and Hajishirzi, Hannaneh",2024,"Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection",International Conference on Learning Representations,,https://arxiv.org/abs/2310.11511,2310.11511,,,06_RAG_KG_Medical,06_RAG_KG_Medical,llm;rag;self-reflection,RAG,en,retrieval_grounding,not_applicable,supporting,arxiv_stable_no_doi,manual_seed,
gao2024_retrieval_augmented_generation,misc,"Gao, Yunfan and Xiong, Yun and Gao, Xinyu and Jia, Kangxiang and Pan, Jinliu and Bi, Yuxi and Dai, Yi and Sun, Jiawei and Wang, Haofen",2024,Retrieval-Augmented Generation for Large Language Models: A Survey,arXiv preprint,,https://arxiv.org/abs/2312.10997,2312.10997,,,06_RAG_KG_Medical,06_RAG_KG_Medical,llm;rag;survey,survey;RAG,en,survey,not_applicable,background,arxiv_stable_no_doi,manual_seed,
edge2024_local_global_graph,misc,"Edge, Darren and Trinh, Ha and Cheng, Newman and Bradley, Joshua and Chao, Alex and Mody, Apurva and Truitt, Steven and Larson, Jonathan",2024,From Local to Global: A Graph RAG Approach to Query-Focused Summarization,arXiv preprint,,https://arxiv.org/abs/2404.16130,2404.16130,,,06_RAG_KG_Medical,06_RAG_KG_Medical,graph;rag;summarization,GraphRAG;summarization,en,graph_grounding,not_applicable,supporting,arxiv_stable_no_doi,manual_seed,
xiong2024_benchmarking_retrieval_augmented,misc,"Xiong, Guangzhi and Jin, Qiao and Lu, Zhiyong and Zhang, Aidong",2024,Benchmarking Retrieval-Augmented Generation for Medicine,arXiv preprint,,https://arxiv.org/abs/2402.13178,2402.13178,,,06_RAG_KG_Medical,06_RAG_KG_Medical,benchmark;medical;rag,medical-RAG,en,retrieval_grounding,not_applicable,core,arxiv_stable_no_doi,manual_seed,
singhal2023_language_encode_clinical,article,"Singhal, Karan and Azizi, Shekoofeh and Tu, Tao and Mahdavi, S. Sara and Wei, Jason and Chung, Hyung Won and Scales, Nathan and Tanwani, Ajay and Cole-Lewis, Heather and Pfohl, Stephen and Payne, Perry and Seneviratne, Manali and Gamble, Paul and Kelly, Chris and Babiker, Adel and Schärli, Nathanael and Chowdhery, Aakanksha and Mansfield, Philip and Demner-Fushman, Dina and Agüera y Arcas, Blaise and Webster, Dale and Corrado, Greg S. and Matias, Yossi and Chou, Katherine and Gottweis, Juraj and Tomasev, Nenad and Liu, Yun",2023,Large Language Models Encode Clinical Knowledge,Nature,10.1038/s41586-023-06291-2,https://www.nature.com/articles/s41586-023-06291-2,,,,06_RAG_KG_Medical,06_RAG_KG_Medical,clinical-knowledge;medical-llm;qa,medical-QA,en,human_eval,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
singhal2025_expert_level_medical,article,"Singhal, Karan and Tu, Tao and Gottweis, Juraj and Sayres, Rory and Wulczyn, Ellery and Amin, Mohamed and Hou, Le and Clark, Kevin and Pfohl, Stephen and Cole-Lewis, Heather and Neal, Darlene and Schaekermann, Mike and Wang, Amy and others",2025,Toward Expert-Level Medical Question Answering with Large Language Models,Nature Medicine,10.1038/s41591-025-03483-4,https://www.nature.com/,,,,06_RAG_KG_Medical,06_RAG_KG_Medical,evaluation;medical-llm;qa,medical-QA,en,human_eval,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
jin2019_pubmedqa_biomedical_research,inproceedings,"Jin, Qiao and Dhingra, Bhuwan and Liu, Zhengping and Cohen, William W. and Lu, Xinghua",2019,PubMedQA: A Dataset for Biomedical Research Question Answering,Proceedings of EMNLP-IJCNLP 2019,10.18653/v1/D19-1259,https://aclanthology.org/D19-1259/,,,D19-1259,06_RAG_KG_Medical,06_RAG_KG_Medical,biomedical;dataset;qa,QA,en,retrieval_grounding,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
luo2022_biogpt_generative_pre,article,"Luo, Renqian and Sun, Luyang and Xia, Yingce and Qin, Tao and Zhang, Sheng and Poon, Hoifung and Liu, Tie-Yan",2022,BioGPT: Generative Pre-trained Transformer for Biomedical Text Generation and Mining,Briefings in Bioinformatics,10.1093/bib/bbac409,https://academic.oup.com/bib/article/23/6/bbac409/6713511,,,,06_RAG_KG_Medical,06_RAG_KG_Medical,biomedical;generation;language-model,generation,en,none,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
lee2020_biobert_pre_trained,article,"Lee, Jinhyuk and Yoon, Wonjin and Kim, Sungdong and Kim, Donghyeon and Kim, Sunkyu and So, Chan Ho and Kang, Jaewoo",2020,BioBERT: A Pre-trained Biomedical Language Representation Model for Biomedical Text Mining,Bioinformatics,10.1093/bioinformatics/btz682,https://academic.oup.com/bioinformatics/article/36/4/1234/5566506,,,,06_RAG_KG_Medical,06_RAG_KG_Medical,BERT;biomedical;language-model,pretraining,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
alsentzer2019_publicly_available_clinical,inproceedings,"Alsentzer, Emily and Murphy, John R. and Boag, Willie and Weng, Wei-Hung and Jin, Di and Naumann, Tristan and McDermott, Matthew B. A.",2019,Publicly Available Clinical BERT Embeddings,Proceedings of the 2nd Clinical Natural Language Processing Workshop,10.18653/v1/W19-1909,https://aclanthology.org/W19-1909/,,,W19-1909,06_RAG_KG_Medical,06_RAG_KG_Medical,BERT;clinical;language-model,pretraining,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
peng2019_transfer_learning_biomedical,inproceedings,"Peng, Yifan and Yan, Shankai and Lu, Zhiyong",2019,Transfer Learning in Biomedical Natural Language Processing: An Evaluation of BERT and ELMo on Ten Benchmarking Datasets,Proceedings of the 18th BioNLP Workshop and Shared Task,10.18653/v1/W19-5006,https://aclanthology.org/W19-5006/,,,W19-5006,06_RAG_KG_Medical,06_RAG_KG_Medical,BERT;biomedical;transfer-learning,pretraining;benchmark,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
bodenreider2004_unified_medical_language,article,"Bodenreider, Olivier",2004,The Unified Medical Language System (UMLS): Integrating Biomedical Terminology,Nucleic Acids Research,10.1093/nar/gkh061,https://academic.oup.com/nar/article/32/suppl_1/D267/2505204,,,,06_RAG_KG_Medical,06_RAG_KG_Medical,UMLS;knowledge-graph;terminology,resource,en,ontology,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
